"host_id","review_scores_communication","price"
282939150,4.94,320
97106009,4.98,104
5346874,4.99,298
1568269,4.81,149
441489344,4.26,100
299995072,5,100
8552126,4.98,300
497908128,4.91,80
61693856,4.98,171
581562296,5,300
100982305,4.92,200
38819962,5,105
455318910,5,320
66813379,4.95,149
86887132,4.99,123
195479167,4.91,110
80443454,4.98,89
18586628,5,87
80690001,5,190
174786681,5,50
40160805,4.94,207
15520206,4.99,208
492999539,5,179
32102410,5,170
42085952,4.97,99
163189326,4.82,95
8452639,4.98,88
392217081,4.75,345.5
13605253,4.97,160
538899098,4.83,549
257541,5,135
486830876,4.95,180
520189,4.94,415
50364911,4.98,65
42076010,4.97,80
189199682,4.96,115.5
190874836,4.95,347
19240279,4.89,128
482957454,5,80
284110817,4.91,123.333333333333
1315306,4.67,110
416152960,4.97,75
149365996,4.95,150
9947332,4.88,143
486269836,5,225
17523196,4.95,74
148088831,4.96,180
68309691,4.9,99
33519200,4.84,90
7780030,5,125
211070885,5,210
407949665,4.63,109
128879778,4.85,94.5
470174701,4.83,101.5
22331106,4.78,119
225105519,5,325
338777347,4.94,240
15778597,5,48
398011206,5,130
237340817,4.99,234
278330859,4.78,155
267033835,5,36
101776118,4.98,214
358241178,5,85
537002570,4.98,309
486799671,4.92,100
39097380,4.5,165
393073349,4.97,40
267369381,4.97,178
171168334,4.94,238
74033494,4.95,175
505586331,4.79,100
6367907,4.96,110
50126257,4.97,370
129602851,5,182
48136758,5,200
38260715,4.91,80
18405982,4.94,55
404960164,4.56,95
395964359,4.55,165
556495396,5,385
579636187,4.93,154
120725189,4.95,250
436580929,4.5,100
46329646,5,201
153340219,4.92,152
9054750,4.86,115
130981288,4.99,250
234234513,5,286
61156701,5,70
4025151,4.97,190
23612276,5,74
459046645,4.79,250
394880853,5,66
398191111,4.98,335
428183273,4.52,65
41468177,4.97,400
448577768,5,80
154973583,5,115
330371,4.91,189
143513836,5,75.8
10981050,4.93,180
10590692,4.96,437
548332044,5,362.333333333333
7959444,4.92,190
112393778,4.89,300
256161,4.54,104.5
480748439,5,249
307970900,4.88,65
16911403,4.69,194
464624783,5,200
23588055,5,199
228257645,5,314
6854750,4.85,289
228864215,4.9,261
145082728,4.99,106
23952383,5,110
139183483,5,189
6263540,5,72
15789646,4.97,136.333333333333
2730171,5,222
466365624,4.84,190
521106009,4.89,263
2618833,5,130
160847231,4.92,120
31856478,4.75,220
498237429,5,331.5
19250606,4.96,150
74038304,4.94,119
24559181,4.93,157.5
492141179,4.93,170
577584534,5,388
90215210,4.95,70
32052000,4.89,59
56394959,5,400
417809852,4.95,115
16066061,4.75,43.25
237617302,4.99,178
6313991,5,259
2285974,5,226.5
6218023,5,193
4514390,4.91,361
403346164,4.33,140
29997245,4.97,180
33945670,4.61,170
117287,5,183.333333333333
93636603,5,135
309271477,5,931
1272714,4.9,155
156931070,4.92,95
7557124,5,502
6368396,5,239
213803787,4.94,140
500249074,4.89,246.333333333333
155924492,4.95,499
147827717,4.89,115
49367901,5,200
27502008,4.69,47
26693629,5,169
2843998,4.87,142.5
489999916,4.89,489
95766078,4.55,180
153886003,4.97,115
507703585,5,216.5
4422962,4.73,133
7365719,5,200
62691206,5,150
2102682,4.97,199
1949282,4.91,51
557645539,5,640
54342301,4.91,364
439378297,5,188
186084,4.91,200
350254795,4.91,97
50299658,5,197
41420874,4.97,650
290208548,5,211
4808242,4.86,117.5
172147,4.89,176
244356132,4.94,389
2474134,4.94,175
2401111,5,200
382572424,5,70
329841044,4.87,371
510810372,4.94,79
193296202,4.9,850
8961407,4.88,236.666666666667
544149611,4.89,395
22577148,4.98,220
341913604,4.99,325
40176101,4.96,120.25
38585625,5,150
431421365,4.84,258
56246,4.93,115
3538661,5,325
16209547,4.94,252
224301575,5,74.5
173660196,4.86,115
369104627,4.29,599
9147223,5,150
3299151,5,298
2808153,4.68,200
382471468,5,165.5
278991522,4.62,79
491688517,4.71,239
504021889,1,211
2100968,5,300
98728592,4.8,157
20156894,4.93,174
515591097,5,144
73850433,4.58,225
50453660,5,500
4835177,5,110
10041857,4.94,68
171051361,5,40
231150375,4.79,65
5354308,4.85,105
471180844,5,82.5
1309418,5,120
467237507,5,74
46066063,4.33,43
479275106,5,115
1576926,4.87,75
1515607,4.93,154
7850260,4.82,77
15451528,5,245
509695897,5,70
564458878,4,683.857142857143
307123320,4.97,189
9470468,4.97,195
11344729,5,350
337452975,4.82,109
148102066,4.79,76
254771644,4.7,251
243489304,4.8,93.3333333333333
5976443,4.94,120
30359189,5,87.5
11369454,4.98,180
256899020,4.83,110
9053036,4.96,185
27974744,4.89,107
3303420,5,250
18227787,4.94,177
37694131,5,193.5
570312104,5,130
3587751,4.97,182.5
126636517,5,120
60618494,4.92,50
201370147,4.92,140
9644281,4.97,215
52128810,5,673
50455157,5,55
33456921,5,195
9852787,4.59,115
418726582,5,60
50089095,5,135
1388987,4.92,320
114851446,4.8,185
286908240,4.95,106
78150907,4.71,160
299565154,4.99,250
9510011,4.56,189
33188,5,341.666666666667
398977872,5,105
44501635,5,165
209193034,4.5,700
8032841,5,105
2874433,4.94,120
545874131,4.69,255
910592,4.9,225
3370705,4.75,215
1369577,4.95,250
22243932,5,195
1617817,4.9,89
29751750,4.67,299
65598016,4.9,89
7863991,4.87,226
346906516,5,146
37723496,4.97,183.5
26081002,5,150
577074224,4.83,750
10992588,4.95,82
488162997,4.98,116
18170333,4.79,100
20411855,4.97,80
280163640,4.9,104
66658078,5,215.333333333333
10476957,5,732
17529646,5,212
51262617,4.99,174
7136700,3.63,125
68995107,4.99,127
100202479,4.79,130
1755097,4.82,154
338424773,4.67,130
23533897,4.63,326
208983,4.97,181
5710183,4.94,300
7149860,5,185
7860852,5,165
212332349,5,150
16593547,4.97,195
136098610,4.99,250
148525638,5,81
59073470,5,480
107412747,4.95,229
9237306,5,599
354785010,4.56,87
25490213,5,349
25077909,4.95,50
374081944,5,300
3558909,5,138
5074654,4.93,104
12388432,4.2,325
58882459,5,695
6714376,5,550
148272313,4.97,1275
223238601,5,70
13303603,5,220
486247851,5,225
223917190,4.95,115
28629958,4.88,194
1180190,4.94,450
539907102,5,523
20302754,4.87,123.333333333333
3967335,4.89,170
72466752,4.8,75
3236595,4.93,153
17379284,5,166
9917136,5,48
480328832,4.82,160
222081034,4.44,222.5
165789,4.88,900
131305000,4.81,70
2496299,4.97,297
5519122,5,200
520887732,3,480
7137049,4.94,60
2091048,4.95,225
4173415,4.94,80
349820814,4.96,184
424269485,5,398
18940748,4.94,135
12268556,5,880
322199612,4,379.666666666667
20543178,4.91,289.5
350196525,4.94,110
1781401,4.98,185
23407300,4.95,410
8811222,4.71,125
1014883,4.33,200
14384914,5,88
146615800,4.9,160
1191142,4.99,160
469086,4.95,428
36159435,5,350
488130450,4.87,150
196211856,5,99
572186642,4.95,474
1119058,4.93,200
5479559,4.89,100
47773961,4.99,104
58366,4.86,230
44760213,5,190
364960386,4.92,71
16323123,4.98,195
419476200,4.57,321
94669,4.96,52.5
473309072,4.67,103
364330890,4.52,55.5
26955105,4.99,136
475322393,4.52,135
19531668,5,255
537476912,5,84.5
223667060,4.67,106
3237504,4.88,105
139884352,5,150
14995408,4.91,420
22162980,5,215
99865195,4.85,390
270631254,4.93,100
284919848,4.58,105
5704932,4.81,43.2
128707088,4.75,450
14379366,5,450
5147704,5,210
23827868,4.57,55.5
309329,4.96,320
16237288,4.86,71
446383801,4.97,191
504353612,4.44,130
40120855,5,350
122044489,4.99,375
201868461,4.89,203
32605338,5,125
60901751,4.93,150
7245580,4.97,122
2733815,4.86,208
81464802,5,339
500811896,5,300
169423,5,110
941998,5,290
201813089,4.9,239
99683151,5,561.25
24740457,4.95,133
101883929,4.96,210
1474660,5,180
20273041,5,175
446770142,4.74,371
27107891,5,150
269609725,4.65,105
508738336,5,225
4909308,4.92,314
77226038,4.96,170
174838471,4.99,160
7610841,4.81,149
21429624,5,250
15570509,4.82,250
5741089,4.97,112
21838149,4.93,265
3136103,4.99,109.333333333333
11045893,4.87,85
849492,4.97,150
495796281,5,182.714285714286
2023694,5,220
60046,4.98,183
2983089,4.93,200
402569,4.9,180
14061805,5,199
3726366,4.99,88
68082479,5,172
75400978,4.25,185
382163659,4.9,247
2215648,5,95
62773733,5,250
21380187,5,225
246928,5,119
8011670,5,100
1516947,4.97,178
3508670,5,90
4194830,4.8,70
39455276,5,600
67067520,5,215
117932348,5,320
170534355,4.98,464
65923548,5,1495
3494371,5,335
79289737,5,555
4259154,4.98,150
342054,4.92,225
2321877,4.87,531.5
324460,4.94,349
458965,4.76,531
4549199,5,300
364955,4.9,200
155255550,4.95,124
558571328,5,42
92841026,4.96,75
119530858,4.97,209
156548486,5,95
6456799,5,150
1273081,5,160
9317567,5,110
47054080,4.91,75
518288113,5,440
325570729,4.94,90
557157941,4.65,331
534416056,4.91,625.5
5354200,4.96,145
555572149,4.88,560
2899508,5,200
105461266,5,250
514902148,5,100
275061156,4.96,125
482894767,4.8,418
202781377,4.8,980
570731559,5,573
20366520,5,200
10630723,4.98,200
485676052,5,350
112420628,4.5,225
129443696,5,150
135272642,4.95,125
30214212,5,111
4936739,4.99,115
118199454,5,95
1600626,5,99
2413839,4.17,200
46269861,4,507
586409,4.95,250
47099125,5,159
4751930,4.85,1178
44321906,4.14,125
16064632,5,225
10388850,4,299
1799971,5,160
12264492,4.64,100
430077990,4.94,125
104228825,5,120
254359674,4.9,80
556490269,4.73,560
84525154,5,220
41474488,5,200
1130454,5,1000
546481705,4.33,381
155148052,4.85,100
49580011,4.83,159
213388301,4.85,595
24715671,4.67,263.666666666667
8838470,4.94,250
122877644,5,175
424020866,4.95,201
479531200,5,245
16897284,4.95,332
558932103,5,657
19544909,4.82,300
74151784,4.95,130
13607787,4.97,150
2530122,4.98,450
478094511,5,464
126045609,4.87,599
91757655,5,679
481639634,4.62,138
517677381,5,222
484098387,4.91,175
151150981,4.99,86.5
7138874,5,170
556869189,4.05,445.5
33510623,5,194
48345272,5,179.666666666667
265263410,4.88,119
580187905,5,175
178624208,5,251
10946643,4.83,92
3029414,4.95,245
410521823,4.83,68
568439622,5,1017.66666666667
17055374,5,235
68554866,4.77,195
170399998,4.91,446
391168473,4.92,150
15718962,4.9,360
33128396,4.91,400
12428813,5,329
46218494,4.96,294
396845074,5,1079.4
60365737,4.85,67
3317914,5,350
3591955,5,400
373734101,4.98,128
516741337,5,155
268362077,4.33,431.333333333333
7324189,5,225
8815907,5,165
20320155,4.86,140
227309215,5,150
380727943,4.88,98
6445684,4.94,127
422337306,4.92,88
104401000,5,689
78289814,5,130
47546771,4.5,98
45690587,4.97,385
458139316,5,995
455619,5,200
11798551,5,165
49186997,5,990
152595606,4.86,201.5
378853274,4.29,419
357477821,4.82,300
544590191,4.94,221
6547579,4.85,1999
638721,5,75
164602924,4.94,94
198482796,5,125
254846,4.52,270
231138233,5,155.285714285714
530349907,4.97,139
15815237,4.94,59
11134859,4.73,184.5
154302755,4.96,180
5837033,4.98,599
442630998,4.83,127
453777289,4.97,182
498983290,4.99,143
38555920,4.96,294
400802920,4.94,110
5079088,4.64,155
20318406,4.97,444
266764027,4.64,895
875830,4.94,196
87546977,4.94,98
61592660,5,55
42418421,5,111
548998641,4.75,493
544397561,4.81,564
100671934,4.5,388
565583943,4.94,267
579647764,5,125
234572569,4.98,91
59689918,4.91,169
462595951,4.83,265
39260,4.91,126
468618141,5,50
162171692,5,150
577746950,3.25,417
13324910,5,595
3631391,4.91,144
82921923,4.94,95
28411613,4.79,589
136230287,4.89,50
486718434,5,267.5
388056806,4.91,67
2637874,4.9,152
29468219,5,254.3
28992997,4.96,112
557647902,5,1190
454744425,4.98,75
113460991,4.91,140
517605055,4.96,101
5440087,5,1185
536613088,5,104
5655889,5,425
539907489,5,347
43637999,5,161
81013659,5,60
369742736,4.75,95
16307015,5,300
475822306,4.94,124
492049263,5,70
166877861,4.93,164
3451154,5,103
6843497,5,60
305089539,5,163
65031483,5,69
308692530,4.97,233
220763958,5,164
49514708,4.94,45
532160078,5,143
74331597,5,67
194588972,4.89,135
520235078,5,85
365309485,4.57,356
365139349,5,84
20433973,4.95,103
510780247,4.78,65
521584060,5,120
484826444,4.93,164
291007533,4.44,83
187383058,4.97,939.5
138415206,5,150
19418202,5,100
16019176,4.95,144
114736959,4.84,86.6
505170577,4.92,110
429454593,4.71,240
41619645,4.96,204
258602547,5,100
49494045,5,200
180744564,4.25,125
426540801,4.69,150
473377607,5,150
301736408,4.93,98
999513,5,140
345159362,5,189
236499959,4.97,138
25687903,5,185.5
310670,4.95,121.571428571429
198871095,4.98,78.3333333333333
2424887,4.92,135
454319729,5,200
195520304,4.98,150
185224678,4.98,120
471441645,4.94,122
72542338,4.92,119
128785279,4.94,336
21850707,5,46
6391886,4.97,208
155791040,4.98,142.5
123458466,4.85,150
2373740,5,116
81987487,5,300
156952896,4.99,100
46482708,5,78
264149311,4.95,117
