"host_id","host_acceptance_rate","price","host_is_superhost"
57412032,33,110,"Not Superhost"
542325136,82,363.5,"Not Superhost"
382617662,100,250.571428571429,"Not Superhost"
69852641,74,650,"Not Superhost"
442029804,63,275.75,"Not Superhost"
3073250,95,263.5,"Not Superhost"
176950781,99,711.230769230769,"Not Superhost"
757166,0,65,"Not Superhost"
61601146,100,55,"Not Superhost"
42079873,0,120,"Not Superhost"
537135281,99,295.9,"Not Superhost"
2020152,100,296.666666666667,"Not Superhost"
51589519,88,203.515151515152,"Not Superhost"
205760,91,219,"Not Superhost"
281229,100,657,"Not Superhost"
566738582,99,598.166666666667,"Not Superhost"
21014758,100,51,"Not Superhost"
570765270,100,58.1428571428571,"Not Superhost"
419717387,25,125,"Not Superhost"
375213763,100,784.5,"Not Superhost"
494585533,65,120,"Not Superhost"
9053876,0,250,"Not Superhost"
488786670,100,180,"Not Superhost"
570439129,91,421,"Not Superhost"
76667010,95,119,"Not Superhost"
208667188,56,159.888888888889,"Not Superhost"
543460585,71,605.666666666667,"Not Superhost"
64660747,100,232.666666666667,"Not Superhost"
455217956,100,250,"Not Superhost"
261560877,89,220,"Not Superhost"
492711196,62,240,"Not Superhost"
378112960,100,295.625,"Not Superhost"
572508219,60,166.846153846154,"Not Superhost"
539071268,100,644,"Not Superhost"
561863878,95,87.5,"Not Superhost"
422238549,96,177,"Not Superhost"
560840755,97,673.8,"Not Superhost"
249649095,99,61.5,"Not Superhost"
163603458,100,88,"Not Superhost"
131476075,96,106.666666666667,"Not Superhost"
681225,50,99.5,"Not Superhost"
325704923,100,67.6666666666667,"Not Superhost"
475832490,100,114.25,"Not Superhost"
577762228,88,146.5,"Not Superhost"
55922753,33,45.75,"Not Superhost"
185889529,92,73.6,"Not Superhost"
267735490,100,115.25,"Not Superhost"
448752983,100,74,"Not Superhost"
431476577,100,60.5238095238095,"Not Superhost"
131222248,87,39.3333333333333,"Not Superhost"
424334449,98,69.5,"Not Superhost"
241454071,100,66.3333333333333,"Not Superhost"
534677610,100,109,"Not Superhost"
137114793,88,105,"Not Superhost"
539071710,74,105,"Not Superhost"
479983662,50,899,"Not Superhost"
179383012,100,55,"Not Superhost"
81320394,0,80,"Not Superhost"
455175874,0,100,"Not Superhost"
168054716,94,145.333333333333,"Not Superhost"
1663967,100,140,"Not Superhost"
420148935,93,85,"Not Superhost"
203890641,100,102.666666666667,"Not Superhost"
479755663,99,72.5,"Not Superhost"
167241670,89,70,"Not Superhost"
462364312,100,115,"Not Superhost"
528838868,97,1157,"Not Superhost"
574095831,50,79,"Not Superhost"
489230483,100,100,"Not Superhost"
39549563,100,150,"Not Superhost"
225283096,75,55,"Not Superhost"
33290222,93,733.333333333333,"Not Superhost"
5744305,100,132,"Not Superhost"
408979935,99,118.785714285714,"Not Superhost"
119931951,13,67,"Not Superhost"
407896135,100,184,"Not Superhost"
443442157,90,154.4,"Not Superhost"
233485864,100,68,"Not Superhost"
307362200,100,125,"Not Superhost"
118395230,73,501,"Not Superhost"
175152359,100,49.5,"Not Superhost"
17649482,0,745.75,"Not Superhost"
89526812,100,80,"Not Superhost"
266645207,95,68.3333333333333,"Not Superhost"
403032,80,124,"Not Superhost"
58896882,100,90,"Not Superhost"
190768535,100,40,"Not Superhost"
135710202,57,74,"Not Superhost"
206642978,100,155,"Not Superhost"
160940380,100,400,"Not Superhost"
190870582,100,87,"Not Superhost"
334592074,72,59.3333333333333,"Not Superhost"
299361829,100,80,"Not Superhost"
548551591,85,114,"Not Superhost"
342002500,78,80.8,"Not Superhost"
385091169,54,214.75,"Not Superhost"
3627786,67,114,"Not Superhost"
228879817,99,95.1428571428571,"Not Superhost"
510043836,100,40,"Not Superhost"
401937392,78,110,"Not Superhost"
365693343,100,80,"Not Superhost"
327961860,0,57,"Not Superhost"
43714712,100,137,"Not Superhost"
130186732,100,90,"Not Superhost"
41429901,92,221.5,"Not Superhost"
271784048,100,90,"Not Superhost"
424289139,100,70,"Not Superhost"
1234135,100,80,"Not Superhost"
86233928,100,167.5,"Not Superhost"
228858,40,200,"Not Superhost"
42048042,100,225,"Not Superhost"
428705707,91,104,"Not Superhost"
374799676,100,66.3333333333333,"Not Superhost"
504078967,100,60,"Not Superhost"
304460696,88,194,"Not Superhost"
27294359,100,42,"Not Superhost"
271094799,100,82,"Not Superhost"
107649924,100,425,"Not Superhost"
513252528,71,279,"Not Superhost"
60351850,100,130,"Not Superhost"
59795431,100,55,"Not Superhost"
20161085,100,71.75,"Not Superhost"
81534600,100,102,"Not Superhost"
419357885,92,334,"Not Superhost"
508184140,100,189,"Not Superhost"
12104046,100,212.5,"Not Superhost"
176279414,100,110,"Not Superhost"
22699146,94,128.666666666667,"Not Superhost"
303784261,0,62,"Not Superhost"
431776619,75,85,"Not Superhost"
128271193,100,49,"Not Superhost"
542706656,96,125,"Not Superhost"
439436915,25,79,"Not Superhost"
21170120,52,192.25,"Not Superhost"
19349568,100,131.5,"Not Superhost"
143070143,80,43,"Not Superhost"
21841949,100,87.5,"Not Superhost"
317502103,75,57,"Not Superhost"
25944182,80,58,"Not Superhost"
558240264,90,52.75,"Not Superhost"
54294445,100,250,"Not Superhost"
591707122,40,54,"Not Superhost"
418612583,90,97.5,"Not Superhost"
215558006,0,100,"Not Superhost"
241963980,93,68.3333333333333,"Not Superhost"
258164,50,125,"Not Superhost"
33612342,99,113,"Not Superhost"
177174475,100,411.625,"Not Superhost"
36630119,67,263,"Not Superhost"
30045574,53,158.75,"Not Superhost"
153817,65,80,"Not Superhost"
2321783,0,260,"Not Superhost"
506112227,94,334,"Not Superhost"
423356160,50,280,"Not Superhost"
293827185,94,65,"Not Superhost"
487163726,100,130,"Not Superhost"
272265577,100,60,"Not Superhost"
20900568,100,71,"Not Superhost"
521861346,90,150,"Not Superhost"
259207391,0,85,"Not Superhost"
395798646,100,60,"Not Superhost"
75395247,82,130,"Not Superhost"
4451246,100,89,"Not Superhost"
513003509,100,424.75,"Not Superhost"
206722794,68,151.2,"Not Superhost"
10784618,14,37,"Not Superhost"
467974528,94,91.5,"Not Superhost"
286661925,44,242,"Not Superhost"
527461531,53,35,"Not Superhost"
236334741,100,113.5,"Not Superhost"
11134103,100,110,"Not Superhost"
62803,100,66.4,"Not Superhost"
29219991,86,164.666666666667,"Not Superhost"
1514100,100,160.5,"Not Superhost"
301552185,100,170,"Not Superhost"
153643919,89,102.25,"Not Superhost"
57165692,50,120,"Not Superhost"
232778333,89,53,"Not Superhost"
394333507,99,74.5,"Not Superhost"
444099707,70,65,"Not Superhost"
9950152,100,99,"Not Superhost"
28840396,93,91,"Not Superhost"
422067855,100,295,"Not Superhost"
14637971,60,49.5,"Not Superhost"
204915695,100,60.5,"Not Superhost"
6271042,100,65,"Not Superhost"
580930783,100,99,"Not Superhost"
787273,0,475,"Not Superhost"
338163142,86,150,"Not Superhost"
35594166,91,125.333333333333,"Not Superhost"
154239561,25,160,"Not Superhost"
217625111,92,469,"Not Superhost"
441071545,88,237.5,"Not Superhost"
12603113,33,56,"Not Superhost"
24273714,89,83.625,"Not Superhost"
119155499,50,49,"Not Superhost"
433696576,100,92,"Not Superhost"
129139650,75,115,"Not Superhost"
27465368,50,65,"Not Superhost"
45285095,20,65,"Not Superhost"
225530795,0,60,"Not Superhost"
140328984,100,169,"Not Superhost"
49293531,94,142.666666666667,"Not Superhost"
320538,20,137.5,"Not Superhost"
391726093,97,200.333333333333,"Not Superhost"
80669033,99,842,"Not Superhost"
575259566,100,661.5,"Not Superhost"
36533040,50,210,"Not Superhost"
380601266,96,142.821428571429,"Not Superhost"
272824348,100,55.5,"Not Superhost"
349232421,0,200,"Not Superhost"
422735667,100,90,"Not Superhost"
32164030,96,44.2857142857143,"Not Superhost"
303771161,100,209,"Not Superhost"
7632976,100,160,"Not Superhost"
426958468,88,200,"Not Superhost"
5720054,67,157,"Not Superhost"
57329460,13,204,"Not Superhost"
17770287,83,137.583333333333,"Not Superhost"
410561414,100,125,"Not Superhost"
194940666,100,170.166666666667,"Not Superhost"
414539549,94,162,"Not Superhost"
244217480,100,115,"Not Superhost"
142500682,100,100,"Not Superhost"
238686010,50,109,"Not Superhost"
110861450,97,410,"Not Superhost"
464397781,100,179,"Not Superhost"
220609149,100,74,"Not Superhost"
6928782,72,55,"Not Superhost"
27379338,69,75,"Not Superhost"
60077920,100,175,"Not Superhost"
157337532,97,71.25,"Not Superhost"
23479368,100,104,"Not Superhost"
422291147,100,225,"Not Superhost"
66410588,100,105,"Not Superhost"
8792814,98,59.3333333333333,"Not Superhost"
500002037,0,150,"Not Superhost"
74944205,100,345,"Not Superhost"
483378389,80,57.6666666666667,"Not Superhost"
116396065,97,289,"Not Superhost"
94713722,98,112.5,"Not Superhost"
10366837,89,75,"Not Superhost"
483634479,100,70,"Not Superhost"
35174210,78,397,"Not Superhost"
462877490,100,55,"Not Superhost"
174835260,36,75,"Not Superhost"
8616291,100,89,"Not Superhost"
42585587,100,88.2,"Not Superhost"
491091990,100,185,"Not Superhost"
150121776,100,74,"Not Superhost"
542625453,100,120,"Not Superhost"
4167027,100,85,"Not Superhost"
549961791,100,137,"Not Superhost"
386023252,100,66,"Not Superhost"
381875331,100,157,"Not Superhost"
380332619,100,205.1,"Not Superhost"
432478348,98,175,"Not Superhost"
801975,95,197,"Not Superhost"
128586228,100,145,"Not Superhost"
137772585,100,205,"Not Superhost"
341236996,100,115,"Not Superhost"
485998649,100,170,"Not Superhost"
351556515,100,193.5,"Not Superhost"
81865543,100,72,"Not Superhost"
467676796,100,104,"Not Superhost"
395015552,56,46.5,"Not Superhost"
531890530,100,73.5,"Not Superhost"
16954768,100,44,"Not Superhost"
3007728,97,90.7142857142857,"Not Superhost"
492034586,94,56.5,"Not Superhost"
483874061,100,70,"Not Superhost"
1650330,100,51,"Not Superhost"
30805991,100,224,"Not Superhost"
132485225,100,75,"Not Superhost"
13369355,50,135,"Not Superhost"
4047395,64,100,"Not Superhost"
27382356,100,255,"Not Superhost"
18272255,100,210,"Not Superhost"
495208457,100,188,"Not Superhost"
47782497,87,56.8571428571429,"Not Superhost"
442326310,100,210,"Not Superhost"
90655016,100,120,"Not Superhost"
6582421,62,50.6666666666667,"Not Superhost"
509334515,0,56,"Not Superhost"
1651080,33,180,"Not Superhost"
12690012,100,75,"Not Superhost"
21940966,0,98,"Not Superhost"
474954733,71,165,"Not Superhost"
523377274,100,87,"Not Superhost"
58228630,100,98,"Not Superhost"
419900720,100,55,"Not Superhost"
317258522,100,43,"Not Superhost"
50045329,83,150,"Not Superhost"
442253364,100,112,"Not Superhost"
576678479,100,281,"Not Superhost"
302151163,100,83.5,"Not Superhost"
100361034,96,325,"Not Superhost"
404575129,95,55,"Not Superhost"
21965282,0,228.333333333333,"Not Superhost"
205488631,69,42,"Not Superhost"
16782911,50,126,"Not Superhost"
503539393,80,184,"Not Superhost"
449529549,73,113.333333333333,"Not Superhost"
414317909,94,440,"Not Superhost"
255787885,100,325,"Not Superhost"
567236359,100,1051.33333333333,"Not Superhost"
546724960,100,293,"Not Superhost"
942252,100,130,"Not Superhost"
148399896,100,180,"Not Superhost"
405681246,100,150,"Not Superhost"
498068370,93,106,"Not Superhost"
32802716,0,66,"Not Superhost"
474352505,100,130,"Not Superhost"
527091799,0,49,"Not Superhost"
370965607,88,117,"Not Superhost"
530889967,60,283,"Not Superhost"
486203412,100,173,"Not Superhost"
16142344,67,79,"Not Superhost"
340285441,100,70,"Not Superhost"
21228368,86,45,"Not Superhost"
92561578,100,68.3333333333333,"Not Superhost"
496082233,100,185,"Not Superhost"
27641120,0,70,"Not Superhost"
3323929,0,74,"Not Superhost"
20587708,95,114,"Not Superhost"
190891268,100,430,"Not Superhost"
13384586,96,78,"Not Superhost"
582289058,100,177,"Not Superhost"
1980834,98,115,"Not Superhost"
67345821,100,40,"Not Superhost"
60665255,0,171,"Not Superhost"
75842183,98,66,"Not Superhost"
209279462,61,111.333333333333,"Not Superhost"
521819,90,77.5,"Not Superhost"
5810195,63,35.5,"Not Superhost"
1149419,82,120,"Not Superhost"
580357195,46,334.333333333333,"Not Superhost"
303026719,96,132,"Not Superhost"
2427868,100,138,"Not Superhost"
576974254,100,187.5,"Not Superhost"
12986426,75,150,"Not Superhost"
459922025,100,517.666666666667,"Not Superhost"
6499364,100,121,"Not Superhost"
1898675,100,375,"Not Superhost"
13693119,98,137,"Not Superhost"
399393231,96,87,"Not Superhost"
9777215,100,130,"Not Superhost"
7500,22,109,"Not Superhost"
65611806,96,113.666666666667,"Not Superhost"
163329653,96,130.5,"Not Superhost"
421007927,90,129.5,"Not Superhost"
20375986,90,247,"Not Superhost"
478954712,100,120,"Not Superhost"
271527,99,442,"Not Superhost"
85366497,100,121,"Not Superhost"
14084903,67,300,"Not Superhost"
163421878,100,200,"Not Superhost"
116703956,100,28,"Not Superhost"
515207276,97,260,"Not Superhost"
9727058,86,109,"Not Superhost"
26901061,100,169,"Not Superhost"
238750007,14,113.142857142857,"Not Superhost"
459418901,100,210,"Not Superhost"
383406,38,150,"Not Superhost"
222789625,100,180,"Not Superhost"
189816889,100,65,"Not Superhost"
303320045,67,90,"Not Superhost"
16514175,100,101.666666666667,"Not Superhost"
192425097,100,140,"Not Superhost"
433203831,100,106.75,"Not Superhost"
2809854,83,176,"Not Superhost"
7989399,75,71,"Not Superhost"
21060554,100,93,"Not Superhost"
32789287,80,115,"Not Superhost"
32167398,95,53.1666666666667,"Not Superhost"
381148614,80,70,"Not Superhost"
530534999,100,213.666666666667,"Not Superhost"
448121491,87,225,"Not Superhost"
270878146,80,168.5,"Not Superhost"
476858753,100,115,"Not Superhost"
107243,100,130,"Not Superhost"
61846222,100,150,"Not Superhost"
785524,95,90.3333333333333,"Not Superhost"
186353905,100,96,"Not Superhost"
117633494,100,80,"Not Superhost"
40008334,89,244,"Not Superhost"
468181485,98,275,"Not Superhost"
189404055,80,90,"Not Superhost"
466626021,100,140,"Not Superhost"
445862738,0,80,"Not Superhost"
160614016,98,176.5,"Not Superhost"
2449215,98,259,"Not Superhost"
447538686,99,129,"Not Superhost"
308316618,100,49.5,"Not Superhost"
521117331,100,121,"Not Superhost"
45502946,100,129,"Not Superhost"
89206373,33,140,"Not Superhost"
492145349,100,146,"Not Superhost"
397775202,100,227,"Not Superhost"
195497710,100,85,"Not Superhost"
12898987,83,108,"Not Superhost"
526705559,99,367,"Not Superhost"
161268152,33,495,"Not Superhost"
46252162,82,195,"Not Superhost"
294695910,100,319,"Not Superhost"
75458625,100,91.3333333333333,"Not Superhost"
429378639,99,147,"Not Superhost"
86414330,100,121,"Not Superhost"
86415678,100,75,"Not Superhost"
357257077,70,226,"Not Superhost"
21634948,100,90,"Not Superhost"
350031143,100,115,"Not Superhost"
2297544,77,195,"Not Superhost"
43633040,83,75,"Not Superhost"
24982374,86,165,"Not Superhost"
20405437,100,195.5,"Not Superhost"
4524130,79,175,"Not Superhost"
393473,92,217.5,"Not Superhost"
9243105,98,173,"Not Superhost"
173373234,100,224.5,"Not Superhost"
280388194,80,136.5,"Not Superhost"
268194413,80,105,"Not Superhost"
3011180,0,117,"Not Superhost"
49639577,100,60,"Not Superhost"
41475188,25,50,"Not Superhost"
460147305,33,98,"Not Superhost"
3684332,94,150,"Not Superhost"
60181417,81,101,"Not Superhost"
5652395,92,84.3333333333333,"Not Superhost"
371806038,100,350,"Not Superhost"
25116086,57,98,"Not Superhost"
490259214,100,194,"Not Superhost"
214733449,73,47,"Not Superhost"
26180644,100,120,"Not Superhost"
6388887,0,150,"Not Superhost"
313659194,50,136,"Not Superhost"
32145396,10,121,"Not Superhost"
364844663,97,271.666666666667,"Not Superhost"
365045,75,180,"Not Superhost"
13792543,89,142.666666666667,"Not Superhost"
482202945,100,129.5,"Not Superhost"
538706762,100,110,"Not Superhost"
865264,89,60,"Not Superhost"
448410751,67,103,"Not Superhost"
2528671,0,125,"Not Superhost"
52403444,100,153,"Not Superhost"
34203575,0,55,"Not Superhost"
2423570,75,125,"Not Superhost"
6029096,60,303,"Not Superhost"
2805766,100,67,"Not Superhost"
34457315,100,250,"Not Superhost"
137916804,100,300,"Not Superhost"
96479013,100,204,"Not Superhost"
438341134,100,50,"Not Superhost"
4930847,100,100,"Not Superhost"
48618336,100,70,"Not Superhost"
10239152,100,135,"Not Superhost"
183886601,73,120,"Not Superhost"
3803638,30,149,"Not Superhost"
31805306,73,68,"Not Superhost"
1544804,91,149,"Not Superhost"
504164662,50,66,"Not Superhost"
535922787,0,175,"Not Superhost"
5318185,100,125,"Not Superhost"
11775328,44,157,"Not Superhost"
30122420,96,160,"Not Superhost"
