"host_id","host_listings_count","price","avg_price_host"
367231035,1,157,157
347694574,1,75,75
467718253,2,150,150
350231483,4,50,55.25
519709655,1,100,100
371421385,6,40,48.8
432388965,1,350,350
543456429,14,44,43.4285714285714
539608284,2,55,55
441365757,1,389,389
2787,4,249,261.5
158406020,2,92,92
330751531,2,130,140
461629715,1,287,287
24580977,3,130,193.666666666667
318855888,2,165,182
64508572,1,116,116
45519775,1,86,86
378618797,1,100,100
21984601,5,128,84.2
2050338,3,95,126.666666666667
431124723,14,125,125
27596962,3,227,227
377241586,11,45,45.5454545454545
514888280,5,47,49.4
30870512,1,109,109
418569010,4,66,66
497149522,1,64,64
78672740,2,71,83.5
550351971,1,150,150
32446721,5,59,62.25
35783912,6,54,56
4847926,1,95,95
382918364,1,85,85
195137,2,175,177.5
34991003,4,34,35.25
432634656,1,60,60
467996701,8,113,121.5
583562901,2,80,94
558528704,9,59,87.7777777777778
495040066,1,150,150
147961078,1,214,214
1447684,2,65,70
52862385,6,104,99.5
415142603,1,95,95
128923049,1,40,40
180277260,7,150,139.166666666667
593138234,1,100,100
438458895,1,122,122
546945115,1,130,130
2374190,2,125,125
72923241,1,109,109
490412669,8,51,74.625
401302524,1,197,197
83394328,1,186,186
4170464,2,60,115
291033670,37,72,59.8378378378378
417841076,2,140,140
26305656,1,152,152
7897301,2,125,125
420408626,13,51,49.4615384615385
7077897,1,235,235
583100155,1,150,150
424416070,4,189,160
23316651,1,160,160
256878517,1,482,482
491094535,1,240,240
293264001,14,61,50.7142857142857
15835028,2,69,72
127203228,1,280,280
2383619,1,79,79
417088896,1,250,250
426369684,4,108,112.25
390872332,1,85,85
19805631,2,105,82.5
62028227,9,139,134
85006028,3,20,109
581331178,1,290,290
4521174,1,250,250
232649144,2,63,71
24253453,1,85,85
175142050,2,56,56.5
146345538,15,45,73.5333333333333
454437633,1,135,135
503294089,2,259,169
5823279,3,218,255.333333333333
11651884,1,350,350
558230258,7,40,52.1428571428571
64119235,4,300,251
56356657,1,240,240
4702833,1,110,110
507574825,1,120,120
595793386,1,397,397
533074450,15,57,49.8666666666667
7956821,1,200,200
1239272,2,500,500
235073206,8,52,62.5
5052897,1,60,60
6137695,1,290,290
67264800,1,180,180
27277459,4,139,145.5
455384864,1,134,134
468947930,13,219,168.076923076923
75431126,2,206,206
262657892,5,754,448.5
307197943,17,1028,1149.25
299371992,4,463,206.75
303156931,41,72,52.2564102564103
474338092,1,305,305
28260018,71,76,73.0526315789474
416588623,1,59,59
559252210,9,188,244.444444444444
517145594,5,160,162
559997264,14,68,66.9285714285714
197053492,8,579,741.875
20448671,2,85,85
3491890,7,210,206.833333333333
1503258,2,87,82.5
536808429,19,46,46.3157894736842
278744903,4,354,399
6103075,1,334,334
467064305,2,150,150
9293730,47,158,172.863636363636
515456101,1,1500,1500
568880,2,250,250
1184707,1,200,200
530541163,1,349,349
51716739,3,398,362
49512683,1,150,150
21182556,1,140,140
2011516,1,389,389
298841502,5,300,357
316839533,3,749,579
418708097,1,320,320
576541216,1,280,280
284337887,16,40,42
95782575,1,256,256
1033970,6,176,199.4
240480084,1,170,170
203531377,6,195,190.833333333333
411740512,17,2106,988.411764705882
35483886,19,140,156.333333333333
247439246,7,81,61
37046945,5,150,182.5
3695529,2,650,422.5
10767841,1,1200,1200
499232,1,175,175
15185649,1,95,95
377953444,6,191,191
3343457,1,243,243
85157180,4,222,293
36641,4,79,93.25
21306,1,73,73
108054071,1,55,55
42069602,2,92,92
34906299,22,9999,8829.8
6397629,2,350,350
4979775,1,280,280
96377729,1,149,149
370725742,3,359,406.666666666667
148812441,2,258,261
1317360,2,893,893
15131644,4,2000,2000
219700887,1,300,300
18581433,1,160,160
193364875,3,85,95
19758179,9,119,108
440316434,13,24,39.9230769230769
739539,5,599,399
555298192,2,2000,1328
1286417,1,172,172
503764033,1,211,211
58599806,1,149,149
321338266,3,200,206.333333333333
87215632,7,227,327
464933442,1,75,75
22800762,3,234,264
200182757,1,80,80
163362268,10,70,65.3
151084261,8,70,90.25
100205617,1,90,90
305387117,8,336,339.75
57412032,1,110,110
586396109,1,355,355
477813154,1,138,138
542325136,8,385,363.5
1746765,1,143,143
382617662,7,239,250.571428571429
517445001,1,70,70
69852641,4,650,650
71981658,1,3143,3143
10450542,1,350,350
442029804,2682,210,275.75
3073250,5,695,263.5
269146709,2,599,549
176950781,16,450,711.230769230769
757166,1,65,65
213586067,2,1000,1000
61601146,2,44,55
42079873,1,120,120
537135281,16,181,295.9
2020152,3,240,296.666666666667
51589519,38,190,203.515151515152
205760,10,160,219
350773,1,161,161
281229,1,657,657
566738582,6,475,598.166666666667
370015531,1,2500,2500
21014758,2,53,51
570765270,7,59,58.1428571428571
419717387,1,125,125
375213763,2,1299,784.5
494585533,9,90,120
343784251,1,160,160
997892,1,250,250
9053876,1,250,250
488786670,2,178,180
570439129,1,421,421
76667010,2,119,119
208667188,9,216,159.888888888889
543460585,6,705,605.666666666667
64660747,3,276,232.666666666667
455217956,1,250,250
261560877,1,220,220
492711196,10,200,240
436098811,1,107,107
378112960,23,257,295.625
572508219,14,131,166.846153846154
4168573,1,300,300
539071268,1,644,644
8844412,1,235,235
561863878,2,86,87.5
422238549,3,177,177
560840755,5,344,673.8
555554255,1,2600,2600
249649095,2,51,61.5
163603458,1,88,88
131476075,6,90,106.666666666667
458841834,1,100,100
681225,2,99,99.5
325704923,3,48,67.6666666666667
40025069,1,232,232
475832490,4,89,114.25
97976588,1,110,110
577762228,11,112,146.5
55922753,4,43,45.75
185889529,5,66,73.6
267735490,4,96,115.25
448752983,1,74,74
431476577,21,59,60.5238095238095
131222248,3,35,39.3333333333333
424334449,7,95,69.5
241454071,3,65,66.3333333333333
534677610,1,109,109
137114793,1,105,105
22020112,1,279,279
12706936,1,126,126
539071710,1,105,105
561255317,2,104,104
479983662,2,899,899
179383012,4,40,55
81320394,2,40,80
455175874,1,100,100
473754085,2,150,150
168054716,3,158,145.333333333333
1663967,1,140,140
6103669,2,150,90
295128,6,89,99.8333333333333
525475654,1,4320,4320
420148935,1,85,85
203890641,3,86,102.666666666667
479755663,4,95,72.5
167241670,5,75,70
10903292,1,99,99
462364312,1,115,115
528838868,2,315,1157
574095831,1,79,79
489230483,1,100,100
39549563,1,150,150
225283096,1,55,55
33290222,3,425,733.333333333333
398867059,1,85,85
5744305,1,132,132
408979935,28,115,118.785714285714
119931951,1,67,67
407896135,1,184,184
443442157,5,100,154.4
233485864,2,68,68
307362200,1,125,125
118395230,1,501,501
175152359,6,39,49.5
17649482,4,664,745.75
89526812,1,80,80
266645207,3,84,68.3333333333333
30895980,3,220,191.666666666667
403032,1,124,124
58896882,1,90,90
190768535,5,40,40
532431438,1,75,75
44772065,1,206,206
135710202,7,69,74
206642978,2,150,155
160940380,1,400,400
190870582,1,87,87
334592074,3,55,59.3333333333333
68578384,1,70,70
156168934,2,500,500
145436974,1,130,130
299361829,1,80,80
548551591,2,92,114
342002500,5,58,80.8
385091169,4,259,214.75
3627786,1,114,114
228879817,7,88,95.1428571428571
510043836,1,40,40
448706949,2,90,133
401937392,5,133,110
365693343,1,80,80
327961860,3,65,57
68225611,1,99,99
43714712,1,137,137
17371022,1,212,212
500886235,1,100,100
130186732,1,90,90
41429901,2,218,221.5
271784048,1,90,90
424289139,3,58,70
1234135,4,85,80
86233928,2,220,167.5
83076610,1,155,155
228858,1,200,200
42048042,1,225,225
428705707,2,109,104
374799676,5,85,66.3333333333333
245002893,3,75,95
504078967,2,55,60
138526119,2,189,194
304460696,1,194,194
536846112,1,200,200
27294359,1,42,42
271094799,1,82,82
107649924,1,425,425
513252528,4,279,279
60351850,1,130,130
59795431,2,55,55
594022889,1,300,300
20161085,4,65,71.75
81534600,2,102,102
419357885,2,499,334
508184140,2,189,189
12104046,2,110,212.5
176279414,1,110,110
22699146,3,129,128.666666666667
303784261,1,62,62
586894062,1,199,199
522180259,1,59,59
431776619,1,85,85
128271193,3,65,49
542706656,1,125,125
137958489,1,73,73
439436915,1,79,79
21170120,5,120,192.25
20446890,1,63,63
598718468,1,250,250
19349568,2,120,131.5
391434532,1,75,75
10593759,1,1000,1000
143070143,3,50,43
21841949,2,50,87.5
486927614,2,84,78
317502103,1,57,57
29449013,2,8403,7201.5
25944182,1,58,58
43908809,2,164,164
18600626,1,133,133
10644780,1,170,170
558240264,8,68,52.75
474358101,1,96,96
54294445,1,250,250
591707122,15,58,54
418612583,2,90,97.5
181108039,3,650,584
215558006,1,100,100
241963980,3,64,68.3333333333333
258164,1,125,125
33612342,11,80,113
177174475,8,439,411.625
593330672,1,297,297
36630119,1,263,263
30045574,45,160,158.75
153817,2,80,80
2321783,1,260,260
506112227,2,334,334
423356160,1,280,280
293827185,1,65,65
487163726,1,130,130
272265577,1,60,60
308529418,1,446,446
169907092,1,120,120
20900568,1,71,71
521861346,1,150,150
259207391,2,60,85
387131883,1,120,120
395798646,2,60,60
75395247,5,120,130
4451246,1,89,89
513003509,4,425,424.75
206722794,5,122,151.2
505876683,1,80,80
19867664,1,4000,4000
60666744,2,91,88
10784618,1,37,37
492094773,1,95,95
467974528,2,91,91.5
286661925,2,242,242
527461531,1,35,35
236334741,2,113,113.5
11134103,1,110,110
62803,5,66,66.4
480198632,1,190,190
29219991,4,127,164.666666666667
1514100,2,196,160.5
301552185,1,170,170
153643919,4,40,102.25
57165692,1,120,120
392588255,1,135,135
232778333,2,53,53
16640515,2,70,70
394333507,6,55,74.5
200611691,1,153,153
4622765,1,80,80
444099707,1,65,65
9950152,1,99,99
28840396,1,91,91
422067855,5,600,295
14637971,6,52,49.5
204915695,2,61,60.5
89901902,1,78,78
6271042,1,65,65
580930783,2,99,99
572238605,1,125,125
787273,2,750,475
9681490,1,230,230
338163142,2,150,150
115638902,1,82,82
35594166,17,169,125.333333333333
32901759,4,81,81
154239561,3,120,160
217625111,7,469,469
581506027,3,199,282.666666666667
441071545,3,225,237.5
12603113,1,56,56
24273714,9,60,83.625
71325123,1,100,100
119155499,4,49,49
433696576,1,92,92
129139650,1,115,115
27465368,1,65,65
45285095,1,65,65
225530795,3,60,60
140328984,1,169,169
49293531,3,295,142.666666666667
597444751,1,493,493
320538,2,130,137.5
391726093,6,329,200.333333333333
13488265,1,400,400
80669033,4,804,842
575259566,2,123,661.5
155331939,1,120,120
36533040,2,210,210
380601266,28,150,142.821428571429
272824348,4,55,55.5
349232421,1,200,200
460725217,1,425,425
422735667,1,90,90
32164030,7,40,44.2857142857143
303771161,9,199,209
7632976,1,160,160
426958468,1,200,200
789975,1,64,64
5720054,1,157,157
493949425,1,90,90
57329460,3,87,204
17770287,12,87,137.583333333333
426394465,1,129,129
155607686,1,46,46
410561414,1,125,125
48793181,1,180,180
94682993,1,600,600
194940666,6,120,170.166666666667
52459692,1,900,900
414539549,2,120,162
57023844,3,78,73.3333333333333
244217480,1,115,115
142500682,2,95,100
242365972,1,117,117
238686010,3,104,109
110861450,1,410,410
590043690,1,1100,1100
464397781,3,179,179
220609149,1,74,74
6928782,3,40,55
27379338,1,75,75
232008056,1,110,110
60077920,1,175,175
157337532,4,68,71.25
23479368,2,159,104
422291147,1,225,225
406371973,1,300,300
116985862,1,257,257
442828357,2,75,75
404408034,1,70,70
66410588,2,99,105
8792814,12,84,59.3333333333333
500002037,3,150,150
193889243,1,200,200
74944205,1,345,345
483378389,3,49,57.6666666666667
478063298,1,150,150
24170648,1,100,100
12346795,1,65,65
513783088,1,160,160
116396065,1,289,289
94713722,3,135,112.5
10366837,2,85,75
483634479,2,70,70
71830488,1,160,160
35174210,2,94,397
462877490,4,55,55
545111298,1,56,56
174835260,1,75,75
482738574,3,250,183.333333333333
8616291,1,89,89
42585587,5,45,88.2
491091990,1,185,185
150121776,1,74,74
542625453,1,120,120
454299936,1,325,325
4167027,1,85,85
45201692,1,220,220
549961791,4,137,137
386023252,1,66,66
381875331,2,157,157
380332619,10,189,205.1
280351346,1,490,490
432478348,4,175,175
801975,4,175,197
75477399,1,136,136
128586228,1,145,145
137772585,1,205,205
341236996,1,115,115
25719943,1,68,68
485998649,1,170,170
351556515,2,95,193.5
81865543,1,72,72
504395686,1,124,124
467676796,1,104,104
395015552,2,48,46.5
531890530,2,85,73.5
16954768,3,45,44
3007728,65,50,90.7142857142857
492034586,2,38,56.5
469253894,3,75,90
483874061,2,70,70
1650330,4,55,51
1215853,2,245,245
15123868,1,370,370
30805991,2,150,224
132485225,1,75,75
13369355,1,135,135
4047395,2,100,100
27382356,1,255,255
18272255,1,210,210
495208457,1,188,188
5935206,1,160,160
47782497,7,55,56.8571428571429
442326310,1,210,210
304182642,1,90,90
90655016,1,120,120
6582421,3,46,50.6666666666667
509334515,1,56,56
138831526,1,214,214
414646580,2,124,124
1651080,1,180,180
12690012,1,75,75
21940966,3,50,98
474954733,2,170,165
523377274,1,87,87
58228630,1,98,98
419900720,2,58,55
317258522,1,43,43
50045329,7,150,150
477199909,1,60,60
442253364,1,112,112
325106567,2,200,200
576678479,3,281,281
302151163,8,95,83.5
100361034,1,325,325
404575129,2,60,55
38580398,1,125,125
21965282,3,71,228.333333333333
205488631,1,42,42
16782911,1,126,126
544739824,1,120,120
503539393,1,184,184
449529549,3,121,113.333333333333
414317909,3,440,440
255787885,1,325,325
567236359,6,487,1051.33333333333
546724960,1,293,293
107294313,1,192,192
444548081,1,250,250
942252,1,130,130
148399896,1,180,180
405681246,1,150,150
498068370,2,111,106
377484768,1,125,125
32802716,1,66,66
474352505,1,130,130
527091799,1,49,49
370965607,1,117,117
530889967,1,283,283
486203412,1,173,173
16142344,1,79,79
340285441,1,70,70
21228368,1,45,45
92561578,3,75,68.3333333333333
496082233,1,185,185
27641120,1,70,70
3323929,1,74,74
530851796,1,951,951
20587708,4,108,114
190891268,1,430,430
13384586,1,78,78
192085313,1,60,60
582289058,1,177,177
113121666,1,99,99
1980834,2,115,115
67345821,4,40,40
60665255,1,171,171
75842183,7,70,66
204545471,2,65,90
209279462,18,73,111.333333333333
521819,3,76,77.5
5810195,2,38,35.5
1149419,2,120,120
580357195,30,400,334.333333333333
303026719,1,132,132
2373167,1,167,167
2427868,1,138,138
576974254,5,171,187.5
12986426,1,150,150
459922025,5,160,517.666666666667
6499364,1,121,121
1898675,1,375,375
13693119,1,137,137
399393231,2,84,87
211666263,1,125,125
9777215,3,136,130
7500,1,109,109
65611806,6,118,113.666666666667
163329653,2,116,130.5
562572010,2,125,112.5
421007927,6,105,129.5
10162189,1,170,170
20375986,1,247,247
478954712,1,120,120
271527,2,185,442
85366497,2,121,121
14084903,1,300,300
163421878,3,200,200
116703956,1,28,28
515207276,1,260,260
9727058,2,80,109
26901061,1,169,169
238750007,7,99,113.142857142857
459418901,4,210,210
66646332,1,90,90
383406,1,150,150
222789625,1,180,180
189816889,1,65,65
303320045,1,90,90
16514175,3,97,101.666666666667
192425097,3,140,140
433203831,8,107,106.75
2809854,1,176,176
7989399,2,70,71
111663504,1,150,150
21060554,1,93,93
32789287,1,115,115
32167398,8,51,53.1666666666667
395765663,1,155,155
82502574,1,122,122
381148614,1,70,70
530534999,7,218,213.666666666667
448121491,4,225,225
270878146,2,179,168.5
476858753,1,115,115
107243,1,130,130
61846222,2,150,150
785524,3,81,90.3333333333333
186353905,2,96,96
117633494,3,80,80
356380817,2,199,214
40008334,1,244,244
1873589,2,125,250
468181485,1,275,275
189404055,3,100,90
466626021,1,140,140
493039547,1,214,214
445862738,1,80,80
160614016,3,180,176.5
2449215,5,259,259
447538686,4,129,129
60257394,1,102,102
308316618,9,50,49.5
521117331,1,121,121
45502946,1,129,129
89206373,1,140,140
492145349,1,146,146
1211119,1,75,75
397775202,2,299,227
195497710,1,85,85
12898987,1,108,108
526705559,2,367,367
161268152,3,390,495
23874992,1,356,356
46252162,1,195,195
294695910,2,319,319
122454735,1,114,114
75458625,3,111,91.3333333333333
429378639,1,147,147
132505285,1,395,395
86414330,2,121,121
86415678,1,75,75
357257077,1,226,226
21634948,1,90,90
350031143,1,115,115
2297544,1,195,195
45503479,1,125,125
43633040,1,75,75
92451,1,200,200
42555896,1,220,220
24982374,1,165,165
12220316,1,375,375
20405437,2,175,195.5
4524130,2,200,175
393473,4,245,217.5
9243105,1,173,173
173373234,3,250,224.5
280388194,2,140,136.5
268194413,1,105,105
278938434,1,80,80
3011180,1,117,117
49639577,1,60,60
41475188,2,48,50
460147305,1,98,98
3684332,1,150,150
60181417,3,101,101
5652395,5,88,84.3333333333333
371806038,1,350,350
25116086,1,98,98
490259214,2,194,194
13584060,1,129,129
214733449,1,47,47
26180644,1,120,120
280764765,2,350,350
420392531,1,160,160
6388887,1,150,150
313659194,1,136,136
32145396,10,85,121
364844663,4,325,271.666666666667
365045,1,180,180
13792543,3,226,142.666666666667
482202945,2,159,129.5
538706762,1,110,110
538113856,1,150,150
865264,2,60,60
23834677,1,107,107
448410751,1,103,103
2528671,1,125,125
52403444,6,160,153
34203575,2,55,55
2423570,1,125,125
510005340,1,125,125
177404414,1,74,74
6029096,2,303,303
2805766,1,67,67
34457315,1,250,250
171157880,1,200,200
137916804,2,300,300
96479013,2,249,204
438341134,1,50,50
4930847,1,100,100
48618336,1,70,70
10239152,1,135,135
357914975,1,200,200
183886601,1,120,120
3803638,2,149,149
19864547,2,120,172.5
31805306,2,76,68
54433895,1,248,248
1544804,1,149,149
22840018,1,350,350
504164662,1,66,66
18600674,1,400,400
548380287,1,100,100
535922787,1,175,175
5318185,1,125,125
11775328,1,157,157
443485515,1,106,106
516076674,1,120,120
30122420,1,160,160
4910820,3,95,95
2051376,1,226,226
96623913,1,269,269
9328763,34,315,369.4
61851697,1,171,171
77719880,1,90,90
89196288,2,120,120
6455775,2,228,228
5628382,1,125,125
121434641,1,255,255
369442791,1,175,175
252633425,1,250,250
68927972,1,140,140
62126843,1,68,68
1421199,1,120,120
284776109,2,150,150
148404349,1,133,133
282939150,1,320,320
97106009,2,120,104
5346874,1,298,298
1568269,1,149,149
441489344,1,100,100
299995072,1,100,100
8552126,2,300,300
497908128,1,80,80
48949937,3,225,268.333333333333
61693856,1,171,171
581562296,1,300,300
219712367,1,90,90
100982305,1,200,200
38819962,2,105,105
455318910,1,320,320
66813379,1,149,149
86887132,2,123,123
267864516,1,87,87
195479167,1,110,110
80443454,2,89,89
18586628,1,87,87
80690001,1,190,190
174786681,1,50,50
40160805,3,207,207
15520206,1,208,208
492999539,1,179,179
95175605,1,159,159
32102410,2,150,170
42085952,1,99,99
163189326,2,95,95
8452639,1,88,88
392217081,7,363,345.5
13605253,1,160,160
538899098,1,549,549
257541,2,135,135
486830876,1,180,180
520189,1,415,415
50364911,1,65,65
246620766,1,175,175
42076010,1,80,80
189199682,2,135,115.5
190874836,1,347,347
19240279,1,128,128
482957454,1,80,80
597930257,1,48,48
284110817,3,136,123.333333333333
1315306,1,110,110
456092755,1,130,130
416152960,2,65,75
149365996,2,150,150
9947332,1,143,143
486269836,1,225,225
17523196,1,74,74
148088831,1,180,180
68309691,1,99,99
33519200,1,90,90
7780030,1,125,125
211070885,1,210,210
407949665,2,150,109
128879778,2,90,94.5
470174701,2,105,101.5
22331106,1,119,119
225105519,1,325,325
338777347,1,240,240
15778597,1,48,48
398011206,1,130,130
237340817,1,234,234
45404393,3,250,250
3179866,5,148,131.6
278330859,1,155,155
267033835,1,36,36
101776118,2,214,214
358241178,1,85,85
537002570,1,309,309
486799671,1,100,100
547761113,1,42,42
39097380,2,165,165
506352608,1,475,475
550751207,1,300,300
393073349,1,40,40
267369381,1,178,178
171168334,1,238,238
74033494,1,175,175
557454304,3,480,423
436437067,7,125,125
505586331,1,100,100
6367907,1,110,110
50126257,1,370,370
129602851,1,182,182
554101406,1,110,110
48136758,2,200,200
38260715,1,80,80
18405982,1,55,55
404960164,1,95,95
395964359,1,165,165
556495396,1,385,385
579636187,1,154,154
120725189,1,250,250
269017310,1,100,100
436580929,4,100,100
46329646,1,201,201
195205358,2,215,182.5
153340219,3,152,152
9054750,1,115,115
130981288,1,250,250
234234513,1,286,286
334605876,1,150,150
61156701,1,70,70
4025151,1,190,190
23612276,1,74,74
459046645,1,250,250
394880853,1,66,66
398191111,3,405,335
428183273,1,65,65
41468177,1,400,400
448577768,2,80,80
154973583,2,112,115
330371,2,189,189
2389777,7,74,74
143513836,5,66,75.8
10981050,1,180,180
10590692,2,649,437
548332044,6,349,362.333333333333
7959444,1,190,190
112393778,1,300,300
256161,4,120,104.5
480748439,6,215,249
307970900,2,55,65
16911403,2,194,194
464624783,1,200,200
23588055,1,199,199
228257645,2,314,314
6854750,2,289,289
228864215,1,261,261
33521543,1,92,92
145082728,1,106,106
23952383,1,110,110
139183483,1,189,189
6263540,1,72,72
15789646,3,126,136.333333333333
2730171,1,222,222
466365624,1,190,190
30106970,1,115,115
521106009,1,263,263
2618833,1,130,130
160847231,1,120,120
31856478,2,220,220
498237429,2,210,331.5
19250606,1,150,150
74038304,2,119,119
24559181,2,165,157.5
492141179,1,170,170
577584534,1,388,388
90215210,1,70,70
32052000,1,59,59
56394959,1,400,400
417809852,1,115,115
16066061,4,41,43.25
538433669,1,158,158
108443595,2,64,64
23653950,1,125,125
237617302,1,178,178
6313991,1,259,259
2285974,2,253,226.5
6218023,3,240,193
4514390,1,361,361
403346164,1,140,140
29997245,1,180,180
33945670,1,170,170
117287,3,200,183.333333333333
93636603,2,135,135
309271477,4,931,931
1272714,1,155,155
156931070,1,95,95
7557124,1,502,502
6368396,2,239,239
213803787,1,140,140
500249074,4,289,246.333333333333
52729038,1,234,234
155924492,1,499,499
147827717,1,115,115
49367901,1,200,200
27502008,1,47,47
26693629,2,188,169
2843998,2,186,142.5
48007268,1,650,650
72392039,1,75,75
489999916,1,489,489
180161399,1,88,88
95766078,1,180,180
153886003,2,115,115
507703585,2,133,216.5
4422962,7,131,133
7365719,1,200,200
62691206,1,150,150
2102682,2,199,199
1949282,4,42,51
557645539,1,640,640
54342301,1,364,364
439378297,4,144,188
186084,1,200,200
350254795,4,104,97
50299658,1,197,197
41420874,1,650,650
290208548,1,211,211
4808242,2,100,117.5
172147,1,176,176
244356132,4,389,389
2474134,1,175,175
2401111,1,200,200
382572424,1,70,70
329841044,1,371,371
